Study,Location,date_min,date_max,temp_min,temp_max,hobo,ibutton,year,calibration_temp,snow_appearance_date,snow_disappearance_date,snow_cover_duration,minimum_soil_temp,longitude,latitude
FordTheo,PA-1490m-6,9/17/13 13:00,9/9/14 13:23,0.232,24.351,TRUE,FALSE,2014,0,10/1/13,7/2/14,275,0.232,-121.7244833,46.77056666
FordTheo,PA-1490m-6,9/9/14 15:00,9/9/15 14:30,-1.914,27.075,TRUE,FALSE,2015,0,10/27/14,5/12/15,186,-1.914,-121.7244833,46.77056666
FordTheo,PA-1490m-6,9/9/15 15:00,8/29/16 13:00,0.232,22.621,TRUE,FALSE,2016,0.377784357,11/2/15,6/15/16,227,0.232,-121.7244833,46.77056666
FordTheo,PA-1490m-7,9/1/12 1:00,9/17/13 13:22,0.121,17.379,TRUE,FALSE,2013,0,10/23/12,6/20/13,230,0.121,-121.7243999,46.77036666
FordTheo,PA-1490m-7,9/17/13 15:00,9/9/14 13:28,0.121,16.332,TRUE,FALSE,2014,0,10/1/13,6/18/14,232,0.121,-121.7243999,46.77036666
FordTheo,PA-1490m-7,9/9/14 15:00,9/9/15 14:05,-1.57,17.379,TRUE,FALSE,2015,0,10/28/14,4/26/15,145,-1.57,-121.7243999,46.77036666
FordTheo,PA-1490m-7,9/9/15 15:00,8/29/16 15:00,0.121,16.808,TRUE,FALSE,2016,0.597984399,11/3/15,6/1/16,212,0.121,-121.7243999,46.77036666
FordTheo,PA-1490m-07s,9/17/13 15:00,9/9/14 13:37,0.121,17.094,TRUE,FALSE,2014,0,10/6/13,7/5/14,273,0.121,-121.724348,46.7704702
FordTheo,PA-1490m-07s,9/9/14 15:00,9/9/15 14:51,-1.456,18.616,TRUE,FALSE,2015,0,11/8/14,5/16/15,189,-1.456,-121.724348,46.7704702
FordTheo,PA-1490m-07s,9/9/15 17:00,8/29/16 15:00,0.232,19.948,TRUE,FALSE,2016,0.595537271,10/27/15,6/23/16,234,0.232,-121.724348,46.7704702
FordTheo,PA-1490m-8,9/1/12 1:00,9/17/13 12:45,0.232,20.329,TRUE,FALSE,2013,0,10/6/12,7/2/13,249,0.232,-121.7242999,46.77056666
FordTheo,PA-1490m-8,9/17/13 13:00,9/9/14 13:33,-0.549,26.488,TRUE,FALSE,2014,0,10/1/13,7/3/14,276,-0.549,-121.7242999,46.77056666
FordTheo,PA-1490m-8,9/9/14 15:00,9/9/15 14:29,-3.197,24.255,TRUE,FALSE,2015,0,10/27/14,5/10/15,180,-3.197,-121.7242999,46.77056666
FordTheo,PA-1490m-8,9/9/15 15:00,8/29/16 13:00,0.232,22.238,TRUE,FALSE,2016,0.408828216,11/2/15,6/15/16,227,0.232,-121.7242999,46.77056666
FordTheo,PA-1490m-9,9/1/12 1:00,9/17/13 13:17,0.121,14.996,TRUE,FALSE,2013,0,10/22/12,6/23/13,234,0.121,-121.7242833,46.77036666
FordTheo,PA-1490m-9,9/17/13 15:00,9/9/14 13:37,0.121,15.664,TRUE,FALSE,2014,0,10/1/13,6/23/14,238,0.121,-121.7242833,46.77036666
FordTheo,PA-1490m-9,9/9/14 15:00,9/9/15 13:58,-1.341,15.855,TRUE,FALSE,2015,0,10/28/14,4/26/15,167,-1.341,-121.7242833,46.77036666
FordTheo,PA-1490m-9,9/9/15 15:00,6/5/16 19:00,0.121,14.038,TRUE,FALSE,2016,0.459230015,11/3/15,6/5/16,216,0.121,-121.7242833,46.77036666
FordTheo,PA-1490m-09s,9/17/13 15:00,9/9/14 13:39,0.01,16.903,TRUE,FALSE,2014,0,10/3/13,7/4/14,274,0.01,-121.7242588,46.77044764
FordTheo,PA-1490m-09s,9/9/14 15:00,9/9/15 14:41,-0.662,16.713,TRUE,FALSE,2015,0,11/10/14,5/15/15,187,-0.662,-121.7242588,46.77044764
FordTheo,PA-1490m-10,9/1/12 1:00,9/17/13 11:00,0.121,22.238,TRUE,FALSE,2013,0.417161067,10/5/12,7/1/13,247,0.121,-121.7242166,46.7705333
FordTheo,PA-1490m-10,9/17/13 13:00,9/9/14 13:37,0.121,22.142,TRUE,FALSE,2014,0,10/1/13,7/4/14,277,0.121,-121.7242166,46.7705333
FordTheo,PA-1490m-10,9/9/14 15:00,9/9/15 14:24,-0.102,21.951,TRUE,FALSE,2015,0,10/28/14,5/10/15,184,-0.102,-121.7242166,46.7705333
FordTheo,PA-1490m-10,9/9/15 15:00,8/29/16 13:00,0.121,25.61,TRUE,FALSE,2016,0.332781159,11/2/15,6/16/16,228,0.121,-121.7242166,46.7705333
FordTheo,PA-1570m-1,10/10/11 17:00,8/31/12 10:10,0.121,24.062,TRUE,FALSE,2012,0,10/26/11,7/19/12,265,0.121,-121.7193167,46.77719993
FordTheo,PA-1570m-01s,10/10/11 21:00,8/31/12 9:00,0.101,21.678,FALSE,TRUE,2012,0.12685281,10/26/11,7/13/12,260,0.101,-121.7191167,46.77728333
FordTheo,PA-1570m-01s,9/1/12 1:00,6/17/13 17:00,0.232,12.787,TRUE,FALSE,2013,0.396658046,10/21/12,6/17/13,230,0.232,-121.7191167,46.77728333
FordTheo,PA-1570m-01s,9/10/15 13:00,8/30/16 9:00,0.121,20.329,TRUE,FALSE,2016,0.433889884,10/27/15,6/15/16,228,0.121,-121.7191167,46.77728333
FordTheo,PA-1570m-2,10/10/11 17:00,8/31/12 10:12,0.01,36.837,TRUE,FALSE,2012,0,10/26/11,8/1/12,275,0.01,-121.719,46.77723329
FordTheo,PA-1570m-3,10/10/11 21:00,8/31/12 9:00,0.127,21.205,FALSE,TRUE,2012,0.160951686,10/25/11,7/10/12,256,0.127,-121.7192499,46.77714997
FordTheo,PA-1570m-03s,10/10/11 17:01,8/31/12 1:01,-1.5,58,FALSE,TRUE,2012,0.075666667,11/4/11,7/8/12,248,-1.5,-121.7190666,46.77709993
FordTheo,PA-1570m-03s,9/1/12 1:00,6/17/13 17:00,0.232,17.95,TRUE,FALSE,2013,0.672431097,10/26/12,6/17/13,224,0.232,-121.7190666,46.77709993
FordTheo,PA-1570m-03s,9/10/15 13:00,8/30/16 9:00,0.343,21.951,TRUE,FALSE,2016,0.76234697,11/6/15,6/5/16,213,0.343,-121.7190666,46.77709993
FordTheo,PA-1570m-4,10/10/11 21:00,8/31/12 9:00,0.076,24.656,FALSE,TRUE,2012,0.435021739,10/26/11,7/31/12,275,0.076,-121.7189197,46.77713097
FordTheo,PA-1570m-5,10/10/11 21:00,8/31/12 9:00,0.127,15.194,FALSE,TRUE,2012,0.430883838,10/26/11,7/13/12,260,0.127,-121.7192833,46.77709993
FordTheo,PA-1570m-05s,10/5/12 1:00,9/17/13 10:57,0.232,25.805,TRUE,FALSE,2013,0,10/26/12,6/23/13,230,0.232,-121.7191333,46.77704997
FordTheo,PA-1570m-05s,9/10/15 13:00,8/30/16 9:00,0.232,29.452,TRUE,FALSE,2016,0.634476917,11/5/15,6/1/16,210,0.232,-121.7191333,46.77704997
FordTheo,PA-1570m-6,10/10/11 21:01,8/31/12 9:01,0.095,22.19,FALSE,TRUE,2012,0.210080864,11/3/11,7/28/12,269,0.095,-121.7190167,46.77704997
FordTheo,PA-1570m-7,10/10/11 21:00,8/31/12 9:00,0.101,15.167,FALSE,TRUE,2012,0.258667308,10/26/11,7/12/12,259,0.101,-121.7193,46.77704997
FordTheo,PA-1570m-07s,9/1/12 1:00,9/17/13 10:58,0.232,25.513,TRUE,FALSE,2013,0,10/25/12,6/21/13,230,0.232,-121.7191499,46.77699993
FordTheo,PA-1570m-07s,9/10/15 13:00,8/30/16 9:00,0.232,35.222,TRUE,FALSE,2016,0.438058057,11/2/15,5/29/16,210,0.232,-121.7191499,46.77699993
FordTheo,PA-1570m-8,10/10/11 21:00,8/31/12 9:00,-0.362,19.209,FALSE,TRUE,2012,0.115529697,10/26/11,7/27/12,274,-0.362,-121.7190333,46.7769333
FordTheo,PA-1570m-9,10/10/11 17:00,8/31/12 10:44,-0.213,27.764,TRUE,FALSE,2012,0,10/24/11,7/3/12,251,-0.213,-121.7193499,46.77699993
FordTheo,PA-1570m-09s,10/10/11 21:00,8/31/12 9:00,0.085,28.163,FALSE,TRUE,2012,0.146243537,11/4/11,7/4/12,244,0.085,-121.7192666,46.7769333
FordTheo,PA-1570m-10,10/10/11 17:00,8/31/12 10:01,0.121,27.961,TRUE,FALSE,2012,0,10/26/11,7/25/12,272,0.121,-121.7191167,46.77684998
FordTheo,PA-1570m-10,10/10/11 17:00,8/31/12 10:01,0.121,27.961,TRUE,FALSE,2012,0,10/26/11,7/25/12,272,0.121,-121.7191167,46.77684998
FordTheo,PA-1570m-1,9/11/10 1:01,8/18/11 5:01,-0.5,13,FALSE,TRUE,2011,-0.335028249,10/24/10,8/14/11,295,-0.5,-121.7193167,46.77719993
FordTheo,PA-1570m-1,9/1/12 1:00,9/17/13 11:29,0.121,20.71,TRUE,FALSE,2013,0,10/22/12,7/6/13,249,0.121,-121.7193167,46.77719993
FordTheo,PA-1570m-1,9/17/13 13:00,9/9/14 9:44,0.121,22.621,TRUE,FALSE,2014,0,9/30/13,7/10/14,275,0.121,-121.7193167,46.77719993
FordTheo,PA-1570m-1,9/9/14 11:00,9/10/15 11:35,-0.437,24.351,TRUE,FALSE,2015,0,10/27/14,5/9/15,184,-0.437,-121.7193167,46.77719993
FordTheo,PA-1570m-1,9/10/15 13:00,8/30/16 9:00,0.121,23.581,TRUE,FALSE,2016,0.466873418,10/27/15,6/21/16,234,0.121,-121.7193167,46.77719993
FordTheo,PA-1570m-01s,9/17/13 13:00,9/9/14 9:58,-0.437,28.754,TRUE,FALSE,2014,0,9/30/13,7/4/14,271,-0.437,-121.7191167,46.77728333
FordTheo,PA-1570m-01s,9/9/14 11:00,9/10/15 11:38,-1.799,30.154,TRUE,FALSE,2015,0,10/26/14,5/13/15,190,-1.799,-121.7191167,46.77728333
FordTheo,PA-1570m-2,9/1/12 1:00,9/17/13 10:04,0.121,23.869,TRUE,FALSE,2013,0,10/22/12,7/18/13,261,0.121,-121.719,46.77723329
FordTheo,PA-1570m-2,9/17/13 11:00,9/9/14 9:54,0.01,29.352,TRUE,FALSE,2014,0,9/30/13,7/22/14,286,0.01,-121.719,46.77723329
FordTheo,PA-1570m-2,9/9/14 11:00,9/10/15 11:28,-1.456,31.472,TRUE,FALSE,2015,0,10/26/14,5/27/15,203,-1.456,-121.719,46.77723329
FordTheo,PA-1570m-2,9/10/15 13:00,8/30/16 9:00,0.01,23.869,TRUE,FALSE,2016,0.205633199,10/27/15,7/6/16,249,0.01,-121.719,46.77723329
FordTheo,PA-1570m-3,9/11/10 1:01,8/18/11 5:01,0,17.5,FALSE,TRUE,2011,0.010676157,10/24/10,7/31/11,281,0,-121.7192499,46.77714997
FordTheo,PA-1570m-3,9/1/12 1:00,9/17/13 11:24,0.121,17.665,TRUE,FALSE,2013,0,10/22/12,6/29/13,240,0.121,-121.7192499,46.77714997
FordTheo,PA-1570m-3,9/17/13 13:00,9/9/14 9:58,0.121,18.521,TRUE,FALSE,2014,0,9/30/13,7/1/14,259,0.121,-121.7192499,46.77714997
FordTheo,PA-1570m-3,9/9/14 11:00,9/10/15 11:24,-4.636,19.662,TRUE,FALSE,2015,0,10/27/14,5/6/15,160,-4.636,-121.7192499,46.77714997
FordTheo,PA-1570m-3,9/10/15 13:00,8/30/16 9:00,0.121,16.713,TRUE,FALSE,2016,0.530561384,10/27/15,6/15/16,218,0.121,-121.7192499,46.77714997
FordTheo,PA-1570m-03s,9/11/10 13:00,8/31/11 3:00,0.141,48.65,FALSE,TRUE,2011,0.23035,10/25/10,7/31/11,280,0.141,-121.7190666,46.77709993
FordTheo,PA-1570m-03s,9/17/13 13:00,9/9/14 9:54,-0.325,32.704,TRUE,FALSE,2014,0,9/29/13,6/30/14,258,-0.325,-121.7190666,46.77709993
FordTheo,PA-1570m-03s,9/9/14 11:00,9/10/15 11:15,-1.001,24.255,TRUE,FALSE,2015,0,11/12/14,4/26/15,163,-1.001,-121.7190666,46.77709993
FordTheo,PA-1570m-4,9/11/10 1:01,8/18/11 5:01,-0.5,16,FALSE,TRUE,2011,-0.483277592,10/24/10,8/18/11,299,-0.5,-121.7189197,46.77713097
FordTheo,PA-1570m-4,9/1/12 1:00,9/17/13 10:13,0.121,21.187,TRUE,FALSE,2013,0,10/22/12,7/16/13,259,0.121,-121.7189197,46.77713097
FordTheo,PA-1570m-4,9/17/13 11:00,9/9/14 10:01,0.121,20.901,TRUE,FALSE,2014,0,9/30/13,7/22/14,296,0.121,-121.7189197,46.77713097
FordTheo,PA-1570m-4,9/9/14 11:00,9/10/15 11:16,-1.57,23.388,TRUE,FALSE,2015,0,10/27/14,5/26/15,202,-1.57,-121.7189197,46.77713097
FordTheo,PA-1570m-4,9/10/15 13:00,8/30/16 9:00,0.01,25.222,TRUE,FALSE,2016,0.171,10/27/15,7/2/16,246,0.01,-121.7189197,46.77713097
FordTheo,PA-1570m-5,9/11/10 1:02,8/18/11 5:02,-0.5,15,FALSE,TRUE,2011,-0.427083333,10/24/10,8/7/11,288,-0.5,-121.7192833,46.77709993
FordTheo,PA-1570m-5,9/1/12 1:00,9/17/13 11:31,0.121,15.76,TRUE,FALSE,2013,0,10/22/12,7/2/13,244,0.121,-121.7192833,46.77709993
FordTheo,PA-1570m-5,9/17/13 13:00,9/9/14 10:07,0.121,17.284,TRUE,FALSE,2014,0,9/30/13,7/6/14,271,0.121,-121.7192833,46.77709993
FordTheo,PA-1570m-5,9/9/14 11:00,9/10/15 11:16,-0.887,18.806,TRUE,FALSE,2015,0,10/27/14,5/16/15,194,-0.887,-121.7192833,46.77709993
FordTheo,PA-1570m-5,9/10/15 13:00,8/30/16 9:00,0.01,21.855,TRUE,FALSE,2016,0.309891206,10/27/15,6/19/16,233,0.01,-121.7192833,46.77709993
FordTheo,PA-1570m-05s,9/11/10 13:00,8/31/11 3:00,-6.411,53.11,FALSE,TRUE,2011,0.173131258,10/25/10,7/23/11,272,-6.411,-121.7191333,46.77704997
FordTheo,PA-1570m-05s,9/17/13 13:00,9/9/14 10:05,0.232,28.456,TRUE,FALSE,2014,0,9/30/13,6/24/14,245,0.232,-121.7191333,46.77704997
FordTheo,PA-1570m-6,9/11/10 1:01,8/18/11 5:01,0,20.5,FALSE,TRUE,2011,0.023968785,10/24/10,8/18/11,299,0,-121.7190167,46.77704997
FordTheo,PA-1570m-6,9/1/12 1:00,9/17/13 10:22,0.121,19.282,TRUE,FALSE,2013,0,10/24/12,7/12/13,252,0.121,-121.7190167,46.77704997
FordTheo,PA-1570m-6,9/17/13 11:00,9/9/14 10:14,0.121,20.71,TRUE,FALSE,2014,0,10/1/13,7/18/14,285,0.121,-121.7190167,46.77704997
FordTheo,PA-1570m-6,9/9/14 11:00,9/10/15 11:08,-1.228,26.488,TRUE,FALSE,2015,0,10/27/14,5/23/15,199,-1.228,-121.7190167,46.77704997
FordTheo,PA-1570m-6,9/10/15 13:00,8/30/16 9:00,0.121,22.429,TRUE,FALSE,2016,0.295460055,11/2/15,6/29/16,241,0.121,-121.7190167,46.77704997
FordTheo,PA-1570m-7,9/11/10 1:01,8/18/11 5:01,-1,10.5,FALSE,TRUE,2011,-0.80399061,10/16/10,8/2/11,284,-1,-121.7193,46.77704997
FordTheo,PA-1570m-7,9/1/12 1:00,9/17/13 11:34,0.121,14.421,TRUE,FALSE,2013,0,10/22/12,6/30/13,243,0.121,-121.7193,46.77704997
FordTheo,PA-1570m-7,9/17/13 13:00,9/9/14 10:15,0.121,15.282,TRUE,FALSE,2014,0,9/30/13,7/5/14,270,0.121,-121.7193,46.77704997
FordTheo,PA-1570m-7,9/9/14 11:00,9/10/15 11:04,-0.437,15.664,TRUE,FALSE,2015,0,10/27/14,5/11/15,189,-0.437,-121.7193,46.77704997
FordTheo,PA-1570m-7,9/10/15 13:00,8/30/16 9:00,0.121,15.091,TRUE,FALSE,2016,0.478992275,10/27/15,6/17/16,230,0.121,-121.7193,46.77704997
FordTheo,PA-1570m-07s,9/11/10 13:00,8/31/11 3:00,-0.93,32.649,FALSE,TRUE,2011,0.680093137,10/26/10,7/23/11,271,-0.93,-121.7191499,46.77699993
FordTheo,PA-1570m-07s,9/17/13 11:00,9/9/14 10:24,0.121,27.37,TRUE,FALSE,2014,0,9/30/13,6/22/14,249,0.121,-121.7191499,46.77699993
FordTheo,PA-1570m-07s,9/9/14 11:00,9/10/15 11:09,-3.911,37.824,TRUE,FALSE,2015,0,10/27/14,4/26/15,163,-3.911,-121.7191499,46.77699993
FordTheo,PA-1570m-8,9/1/12 1:00,9/17/13 10:20,0.121,21.282,TRUE,FALSE,2013,0,10/23/12,7/12/13,254,0.121,-121.7190333,46.7769333
FordTheo,PA-1570m-8,9/17/13 11:00,9/9/14 10:17,0.121,19.948,TRUE,FALSE,2014,0,10/2/13,7/15/14,287,0.121,-121.7190333,46.7769333
FordTheo,PA-1570m-8,9/9/14 13:00,9/10/15 10:53,-0.549,22.238,TRUE,FALSE,2015,0,10/27/14,5/21/15,199,-0.549,-121.7190333,46.7769333
FordTheo,PA-1570m-8,9/10/15 13:00,8/30/16 9:00,0.121,25.902,TRUE,FALSE,2016,0.300947569,10/27/15,6/27/16,239,0.121,-121.7190333,46.7769333
FordTheo,PA-1570m-9,9/11/10 1:01,8/18/11 5:01,-0.5,12,FALSE,TRUE,2011,0.127340824,10/25/10,7/19/11,263,-0.5,-121.7193499,46.77699993
FordTheo,PA-1570m-9,9/1/12 1:00,9/17/13 11:33,-0.213,16.999,TRUE,FALSE,2013,0,10/22/12,6/20/13,230,-0.213,-121.7193499,46.77699993
FordTheo,PA-1570m-9,9/17/13 13:00,9/9/14 10:20,0.232,16.046,TRUE,FALSE,2014,0,9/30/13,6/24/14,243,0.232,-121.7193499,46.77699993
FordTheo,PA-1570m-9,9/9/14 13:00,9/10/15 10:51,-5.372,17.76,TRUE,FALSE,2015,0,10/26/14,5/6/15,145,-5.372,-121.7193499,46.77699993
FordTheo,PA-1570m-9,9/10/15 13:00,8/30/16 9:00,0.121,16.999,TRUE,FALSE,2016,0.609599605,11/2/15,6/15/16,204,0.121,-121.7193499,46.77699993
FordTheo,PA-1570m-09s,9/11/10 13:00,8/31/11 3:00,-0.419,48.597,FALSE,TRUE,2011,0.182394608,10/25/10,7/23/11,272,-0.419,-121.7192666,46.7769333
FordTheo,PA-1570m-09s,9/5/12 17:00,9/17/13 10:44,0.232,32.291,TRUE,FALSE,2013,0,10/23/12,6/16/13,227,0.232,-121.7192666,46.7769333
FordTheo,PA-1570m-09s,9/17/13 11:00,9/9/14 10:29,0.121,30.659,TRUE,FALSE,2014,0,9/30/13,6/19/14,242,0.121,-121.7192666,46.7769333
FordTheo,PA-1570m-09s,9/9/14 13:00,9/10/15 10:55,-4.758,38.379,TRUE,FALSE,2015,0,10/27/14,4/24/15,156,-4.758,-121.7192666,46.7769333
FordTheo,PA-1570m-09s,9/10/15 13:00,8/30/16 9:00,0.121,37.494,TRUE,FALSE,2016,0.458179648,11/2/15,5/16/16,197,0.121,-121.7192666,46.7769333
FordTheo,PA-1570m-10,9/11/10 1:01,8/18/11 5:01,-3,36,FALSE,TRUE,2011,-0.492474916,10/24/10,8/18/11,299,-3,-121.7191167,46.77684998
FordTheo,PA-1570m-10,9/1/12 1:00,9/17/13 10:37,0.01,20.901,TRUE,FALSE,2013,0,10/21/12,7/8/13,251,0.01,-121.7191167,46.77684998
FordTheo,PA-1570m-10,9/17/13 11:00,9/9/14 10:30,0.01,25.902,TRUE,FALSE,2014,0,9/30/13,7/13/14,287,0.01,-121.7191167,46.77684998
FordTheo,PA-1570m-10,9/9/14 13:00,9/10/15 10:50,-1.228,27.567,TRUE,FALSE,2015,0,10/27/14,5/23/15,198,-1.228,-121.7191167,46.77684998
FordTheo,PA-1570m-10,9/10/15 13:00,8/30/16 9:00,0.01,24.448,TRUE,FALSE,2016,0.210605556,10/27/15,6/26/16,240,0.01,-121.7191167,46.77684998
FordTheo,PA-1680m-1,10/10/11 17:00,8/21/12 16:04,0.121,16.237,TRUE,FALSE,2012,0,10/12/11,7/7/12,256,0.121,-121.7199166,46.78126666
FordTheo,PA-1680m-01s,8/21/12 17:00,9/16/13 16:46,0.121,22.525,TRUE,FALSE,2013,0,10/22/12,7/11/13,253,0.121,-121.7201166,46.78128325
FordTheo,PA-1680m-01s,9/10/15 15:00,8/30/16 13:00,0.01,21.76,TRUE,FALSE,2016,0.410153846,11/3/15,7/2/16,243,0.01,-121.7201166,46.78128325
FordTheo,PA-1680m-2,10/10/11 17:00,8/21/12 15:44,0.01,27.567,TRUE,FALSE,2012,0,10/26/11,8/3/12,282,0.01,-121.7204166,46.7812333
FordTheo,PA-1680m-05s,10/5/12 1:00,9/16/13 16:36,0.232,21.664,TRUE,FALSE,2013,0,10/25/12,6/28/13,237,0.232,-121.7200667,46.78206663
FordTheo,PA-1680m-05s,9/10/15 15:00,8/30/16 13:00,0.232,27.862,TRUE,FALSE,2016,0.482593391,11/2/15,6/18/16,230,0.232,-121.7200667,46.78206663
FordTheo,PA-1680m-07s,8/21/12 17:00,9/16/13 16:28,0.343,18.711,TRUE,FALSE,2013,0,10/22/12,6/27/13,239,0.343,-121.7201166,46.78221666
FordTheo,PA-1680m-07s,9/10/15 15:00,8/30/16 15:00,0.232,27.665,TRUE,FALSE,2016,0.454233405,10/27/15,6/17/16,230,0.232,-121.7201166,46.78221666
FordTheo,PA-1680m-9,10/10/11 17:00,8/21/12 14:00,0.232,17.094,TRUE,FALSE,2012,0,10/12/11,7/16/12,266,0.232,-121.7199138,46.78245571
FordTheo,PA-1680m-09s,8/21/12 15:00,9/16/13 16:46,0.232,23.292,TRUE,FALSE,2013,0,10/23/12,7/3/13,244,0.232,-121.7201418,46.78243983
FordTheo,PA-1680m-09s,9/10/15 15:00,8/30/16 15:00,0.121,25.125,TRUE,FALSE,2016,0.474905367,11/2/15,6/21/16,233,0.121,-121.7201418,46.78243983
FordTheo,PA-1680m-10,10/10/11 17:00,8/21/12 13:18,0.121,26,TRUE,FALSE,2012,0,10/26/11,8/2/12,281,0.121,-121.7205833,46.78243325
FordTheo,PA-1680m-1,9/11/10 1:01,8/18/11 5:01,-0.5,22,FALSE,TRUE,2011,0.009025271,10/24/10,7/27/11,277,-0.5,-121.7199166,46.78126666
FordTheo,PA-1680m-1,8/25/12 1:00,9/16/13 16:58,0.121,17.855,TRUE,FALSE,2013,0,10/20/12,6/23/13,237,0.121,-121.7199166,46.78126666
FordTheo,PA-1680m-1,9/16/13 19:00,9/8/14 13:52,0.121,16.141,TRUE,FALSE,2014,0,9/30/13,6/28/14,262,0.121,-121.7199166,46.78126666
FordTheo,PA-1680m-1,9/8/14 17:00,9/10/15 13:56,-1.341,17.855,TRUE,FALSE,2015,0,10/26/14,5/6/15,179,-1.341,-121.7199166,46.78126666
FordTheo,PA-1680m-1,9/10/15 15:00,8/30/16 21:00,0.121,24.641,TRUE,FALSE,2016,0.493682593,10/27/15,6/16/16,219,0.121,-121.7199166,46.78126666
FordTheo,PA-1680m-01s,9/11/10 13:00,9/1/11 5:00,0.058,20.645,FALSE,TRUE,2011,0.2767489,10/25/10,8/22/11,302,0.058,-121.7201166,46.78128325
FordTheo,PA-1680m-01s,10/10/11 21:00,8/22/12 21:00,0.103,22.207,FALSE,TRUE,2012,0.141351277,10/12/11,7/23/12,272,0.103,-121.7201166,46.78128325
FordTheo,PA-1680m-01s,9/16/13 19:00,9/8/14 13:59,0.01,21.473,TRUE,FALSE,2014,0,10/2/13,7/16/14,288,0.01,-121.7201166,46.78128325
FordTheo,PA-1680m-01s,9/8/14 17:00,9/10/15 13:17,0.01,21.664,TRUE,FALSE,2015,0,10/28/14,5/27/15,206,0.01,-121.7201166,46.78128325
FordTheo,PA-1680m-2,9/11/10 1:01,8/18/11 5:01,0,21.5,FALSE,TRUE,2011,0.057971014,10/24/10,8/18/11,299,0,-121.7204166,46.7812333
FordTheo,PA-1680m-2,8/25/12 1:00,9/16/13 15:44,0.121,24.158,TRUE,FALSE,2013,0,10/22/12,7/19/13,262,0.121,-121.7204166,46.7812333
FordTheo,PA-1680m-2,9/16/13 17:00,9/8/14 14:13,0.121,32.704,TRUE,FALSE,2014,0,9/30/13,7/25/14,299,0.121,-121.7204166,46.7812333
FordTheo,PA-1680m-2,9/8/14 17:00,9/10/15 13:55,-3.792,50.595,TRUE,FALSE,2015,0,10/26/14,6/1/15,214,-3.792,-121.7204166,46.7812333
FordTheo,PA-1680m-2,9/10/15 13:00,8/30/16 11:00,0.01,23.869,TRUE,FALSE,2016,0.205633199,10/27/15,7/6/16,249,0.01,-121.7204166,46.7812333
FordTheo,PA-1680m-3,9/11/10 1:01,8/18/11 5:01,-1,13.5,FALSE,TRUE,2011,-0.859589041,10/24/10,8/11/11,292,-1,-121.71995,46.78153329
FordTheo,PA-1680m-3,10/10/11 21:00,8/20/12 23:00,0.095,15.677,FALSE,TRUE,2012,0.164027778,10/25/11,7/23/12,270,0.095,-121.71995,46.78153329
FordTheo,PA-1680m-3,8/25/12 1:00,9/16/13 16:57,-0.213,16.332,TRUE,FALSE,2013,0,10/20/12,7/7/13,251,-0.213,-121.71995,46.78153329
FordTheo,PA-1680m-3,9/16/13 19:00,9/8/14 14:17,0.121,16.141,TRUE,FALSE,2014,0,9/30/13,7/10/14,272,0.121,-121.71995,46.78153329
FordTheo,PA-1680m-3,9/8/14 17:00,9/10/15 13:51,-3.434,17.284,TRUE,FALSE,2015,0,10/26/14,5/9/15,184,-3.434,-121.71995,46.78153329
FordTheo,PA-1680m-3,9/10/15 15:00,8/30/16 13:00,0.121,16.332,TRUE,FALSE,2016,0.70313247,10/27/15,6/24/16,237,0.121,-121.71995,46.78153329
FordTheo,PA-1680m-03s,9/11/10 13:00,9/1/11 5:00,0.095,30.188,FALSE,TRUE,2011,0.21370367,10/25/10,7/28/11,277,0.095,-121.7201999,46.78143329
FordTheo,PA-1680m-03s,9/5/12 17:00,9/16/13 16:12,0.121,29.352,TRUE,FALSE,2013,0,10/20/12,6/17/13,231,0.121,-121.7201999,46.78143329
FordTheo,PA-1680m-03s,9/16/13 17:00,9/8/14 14:23,0.121,24.641,TRUE,FALSE,2014,0,9/29/13,6/26/14,259,0.121,-121.7201999,46.78143329
FordTheo,PA-1680m-03s,9/8/14 17:00,9/10/15 13:32,-0.774,26.781,TRUE,FALSE,2015,0,10/24/14,5/6/15,188,-0.774,-121.7201999,46.78143329
FordTheo,PA-1680m-03s,9/10/15 15:00,8/30/16 13:00,0.121,23.677,TRUE,FALSE,2016,0.393583717,10/27/15,6/16/16,217,0.121,-121.7201999,46.78143329
FordTheo,Pa-1680m-4,9/11/10 1:01,8/18/11 5:01,0,16,FALSE,TRUE,2011,0.018115942,10/24/10,8/18/11,299,0,,
FordTheo,PA-1680m-4,10/10/11 21:00,8/20/12 23:00,-2.478,50.536,FALSE,TRUE,2012,-0.043329657,10/29/11,8/3/12,271,-2.478,-121.7204166,46.78138325
FordTheo,PA-1680m-4,8/25/12 1:00,9/16/13 15:56,0.121,21.855,TRUE,FALSE,2013,0,10/22/12,7/22/13,265,0.121,-121.7204166,46.78138325
FordTheo,PA-1680m-4,9/16/13 17:00,9/8/14 14:22,0.121,28.953,TRUE,FALSE,2014,0,9/30/13,7/27/14,301,0.121,-121.7204166,46.78138325
FordTheo,PA-1680m-4,9/8/14 17:00,9/10/15 13:30,-1.228,33.118,TRUE,FALSE,2015,0,10/26/14,5/30/15,206,-1.228,-121.7204166,46.78138325
FordTheo,PA-1680m-4,9/10/15 15:00,8/30/16 13:00,0.121,30.862,TRUE,FALSE,2016,0.18441537,10/27/15,7/13/16,257,0.121,-121.7204166,46.78138325
